end|index_rows|location|name|parliament_number|party|start|sex
19041962|166||John Borden Hamilton|24|Progressive Conservative|12051958|male
1021958|166||John Borden Hamilton|23|Progressive Conservative|14101957|male
9071984|118|Don Valley West|John Bosley|32|Progressive Conservative|14041980|male
1101988|118|Progressive Conservative|John Bosley|33|Don Valley West|5111984|male
14121979|118|Don Valley West|John Bosley|31|Progressive Conservative|9101979|male
8091993|121|Don Valley West|John Bosley|34|Progressive Conservative|12121988|male
30041949|39||John Bracken|20|Progressive Conservative|6091945|male
11092019|121|Barrie—Innisfil|John Brassard|42|Conservative|3122015|male
20112019|121|Barrie—Innisfil|John Brassard|43|Conservative|21102019|male
8091993|291|Victoria|John Brewin|34|New Democrat|12121988|male
27041997|137|Hamilton—Wentworth|John Bryden|35|Liberal|17011994|male
23052004|103|Ancaster—Dundas—Flamborough—Aldershot|John Bryden|37|Liberal|29012001|male
22102000|201|Wentworth—Burlington|John Bryden|36|Liberal|22091997|male
1091972|214|Regina East|John Burton|28|New Democrat|12091968|male
9071984|64|Lasalle|John Campbell|32|Liberal|14041980|male
14121979|64|Lasalle|John Campbell|31|Liberal|9101979|male
9051974|65|Lasalle|John Campbell|29|Liberal|4011973|male
26031979|65|Lasalle—Émard—Côte Saint-Paul|John Campbell|30|Liberal|30091974|male
25011940|114||John Campbell Elliott|18|Liberal|6021936|male
14081935|107||John Campbell Elliott|17|Liberal|9091930|male
27041997|178|Scarborough Centre|John Cannis|35|Liberal|17011994|male
23052004|176|Scarborough Centre|John Cannis|37|Liberal|29012001|male
26032011|184|Scarborough Centre|John Cannis|40|Liberal|18112008|male
29112005|184|Scarborough Centre|John Cannis|38|Liberal|4102004|male
22102000|179|Scarborough Centre|John Cannis|36|Liberal|22091997|male
7092008|185|Scarborough Centre|John Cannis|39|Liberal|3042006|male
2082015|122|Don Valley West|John Carmichael|41|Conservative|2062011|male
9071984|133|Hamilton East|John Carr Munro|32|Liberal|14041980|male
1091972|125|Hamilton East|John Carr Munro|28|Liberal|12091968|male
14121979|133|Hamilton East|John Carr Munro|31|Liberal|9101979|male
25011940|100||John Charles Alexander Cameron|18|Liberal|6021936|male
19041962|62||John Chester MacRae|24|Progressive Conservative|12051958|male
6021963|62||John Chester MacRae|25|Progressive Conservative|27091962|male
1091972|31|York—Sunbury|John Chester MacRae|28|Progressive Conservative|12091968|male
8091965|62||John Chester MacRae|26|Progressive Conservative|16051963|male
1021958|62||John Chester MacRae|23|Progressive Conservative|14101957|male
23041968|62||John Chester MacRae|27|Progressive Conservative|18011966|male
14081935|167||John Clarke Moore|17|Conservative|9091930|male
8091993|204|York—Simcoe|John Cole|34|Progressive Conservative|12121988|male
8091965|167||John Cooney Mullally|26|Liberal|16051963|male
9071984|6|St. John's West|John Crosbie|32|Progressive Conservative|14041980|male
1101988|6|Progressive Conservative|John Crosbie|33|St. John's West|5111984|male
8091993|6|St. John's West|John Crosbie|34|Progressive Conservative|12121988|male
14121979|6|St. John's West|John Crosbie|31|Progressive Conservative|9101979|male
27041997|264|Delta|John Cummins|35|Reform|17011994|male
23052004|28|Delta—South Richmond|John Cummins|37|Canadian Alliance|29012001|male
26032011|34|Delta—Richmond East|John Cummins|40|Conservative|18112008|male
22102000|266|Delta—South Richmond|John Cummins|36|Reform then Canadian Alliance*|22091997|male
29112005|34|Delta—Richmond East|John Cummins|38|Conservative|4102004|male
7092008|275|Delta—Richmond East|John Cummins|39|Conservative|3042006|male
8091993|235|Beaver River|John Dahmer (until November 1988)|34|Progressive Conservative ÷|12121988|male
25011940|90||John David MacRae|18|Liberal|6021936|male
12041957|15||John Decore|22|Liberal|12111953|male
13061953|15||John Decore|21|Liberal|15091949|male
6021963|253||John Diefenbaker|25|Progressive Conservative|27091962|male
19041962|253||John Diefenbaker|24|Progressive Conservative|12051958|male
23041968|253||John Diefenbaker|27|Progressive Conservative|18011966|male
30041949|224||John Diefenbaker|20|Progressive Conservative|6091945|male
13061953|243||John Diefenbaker|21|Progressive Conservative|15091949|male
1091972|212|Prince Albert|John Diefenbaker|28|Progressive Conservative|12091968|male
26031979|212|Prince Albert|John Diefenbaker|30|Progressive Conservative|30091974|male
9051974|212|Prince Albert|John Diefenbaker|29|Progressive Conservative|4011973|male
8091965|253||John Diefenbaker|26|Progressive Conservative|16051963|male
1021958|253||John Diefenbaker|23|Progressive Conservative|14101957|male
16041945|224||John Diefenbaker|19|National Government|16051940|male
12041957|253||John Diefenbaker|22|Progressive Conservative|12111953|male
14121979|221|Prince Albert|John Diefenbaker*|31|Progressive Conservative|9101979|male
19041962|18||John Drysdale|24|Progressive Conservative|12051958|male
27041997|274|North Island—Powell River|John Duncan|35|Reform|17011994|male
23052004|54|Vancouver Island North|John Duncan|37|Canadian Alliance|29012001|male
26032011|58|Vancouver Island North|John Duncan|40|Conservative|18112008|male
22102000|291|Vancouver Island North|John Duncan|36|Reform then Canadian Alliance*|22091997|male
2082015|58|Vancouver Island North|John Duncan|41|Conservative|2062011|male
29112005|58|Vancouver Island North|John Duncan|38|Conservative|4102004|male
13061953|161||John Eachern (Jack) Smith|21|Liberal|15091949|male
29112005|88|Avalon|John Efford|38|Liberal|4102004|male
27041997|144|Kitchener|John English|35|Liberal|17011994|male
13061953|101||John Ernest McMillin (died 20 August 1949)|21|Progressive Conservative|15091949|male
9071984|160|Ottawa Centre|John Evans|32|Liberal|14041980|male
14121979|160|Ottawa Centre|John Evans|31|Liberal|9101979|male
19041962|127||John Evans Knowles|24|Progressive Conservative|12051958|male
1021958|127||John Evans Knowles|23|Progressive Conservative|14101957|male
25011940|152||John Everett Lyle Streight|18|Liberal|6021936|male
19041962|35||John Ferguson Browne|24|Progressive Conservative|12051958|male
14081935|1||John Francis Buckley (died 27 November 1931)|17|Liberal|9091930|male
14081935|105||John Franklin White|17|Conservative|9091930|male
9071984|277|Vancouver South|John Fraser|32|Progressive Conservative|14041980|male
14121979|277|Vancouver South|John Fraser|31|Progressive Conservative|9101979|male
1101988|277|Progressive Conservative|John Fraser|33|Vancouver South|5111984|male
8091993|290|Vancouver South|John Fraser|34|Progressive Conservative|12121988|male
26031979|260|Vancouver South|John Fraser|30|Progressive Conservative|30091974|male
9051974|260|Vancouver South|John Fraser|29|Progressive Conservative|4011973|male
25011940|224||John Frederick Johnston|18|Liberal|6021936|male
27041997|255|St. Albert|John G. Williams|35|Reform|17011994|male
22102000|260|St. Albert|John G. Williams|36|Reform then Canadian Alliance*|22091997|male
14121979|197|York North|John Gamble|31|Progressive Conservative|9101979|male
1091972|108|Broadview|John Gilbert|28|New Democrat|12091968|male
9051974|108|Broadview|John Gilbert|29|New Democrat|4011973|male
23041968|86||John Gilbert|27|New Democratic Party|18011966|male
26031979|108|Broadview|John Gilbert then Bob Rae*|30|Both New Democrat|30091974|male
27041997|121|Don Valley West|John Godfrey|35|Liberal|17011994|male
23052004|116|Don Valley West|John Godfrey|37|Liberal|29012001|male
22102000|121|Don Valley West|John Godfrey|36|Liberal|22091997|male
29112005|122|Don Valley West|John Godfrey|38|Liberal|4102004|male
7092008|123|Don Valley West|John Godfrey|39|Liberal|3042006|male
16041945|229||John Gordon Ross|19|Liberal|16051940|male
1101988|228|Progressive Conservative|John Gormley|33|The Battlefords—Meadow Lake|5111984|male
12041957|249||John Harrison|22|Liberal|12111953|male
27041997|217|Winnipeg St. James|John Harvard|35|Liberal|17011994|male
23052004|61|Charleswood St. James—Assiniboia|John Harvard|37|Liberal|29012001|male
8091993|217|Winnipeg St. James|John Harvard|34|Liberal|12121988|male
22102000|211|Charleswood—St. James—Assiniboia|John Harvard|36|Liberal|22091997|male
23052004|77|Fundy—Royal|John Herron|37|PC|29012001|male
22102000|26|Fundy—Royal|John Herron|36|Progressive Conservative|22091997|male
6021963|163||John Hollings Addison|25|Liberal|27091962|male
8091965|163||John Hollings Addison|26|Liberal|16051963|male
23041968|163||John Hollings Addison|27|Liberal|18011966|male
14121979|140|Kent|John Holmes|31|Progressive Conservative|9101979|male
26031979|136|Lambton—Kent|John Holmes|30|Progressive Conservative|30091974|male
9051974|137|Lambton—Kent|John Holmes|29|Progressive Conservative|4011973|male
13061953|76||John Horace Dickey (until 2 May 1950 Senate appointment)|21|Liberal|15091949|male
13061953|246||John Hornby Harrison|21|Liberal|15091949|male
1021958|249||John Hornby Harrison|23|Liberal|14101957|male
12041957|10||John Horne Blackmore|22|Social Credit|12111953|male
13061953|10||John Horne Blackmore|21|Social Credit|15091949|male
30041949|10||John Horne Blackmore|20|Social Credit|6091945|male
25011940|10||John Horne Blackmore|18|Social Credit|6021936|male
16041945|10||John Horne Blackmore|19|Social Credit|16051940|male
1021958|10||John Horne Blackmore|23|Social Credit|14101957|male
13061953|210||John Hugh Proudfoot|21|Liberal|15091949|male
1021958|215||John Hugh Proudfoot|23|Liberal|14101957|male
12041957|133||John Hunter|22|Liberal|12111953|male
12041957|93||John James|22|Liberal|12111953|male
25011940|69||John James Kinley|18|Liberal|6021936|male
16041945|69||John James Kinley|19|Liberal|16051940|male
13061953|250||John James Smith|21|Liberal|15091949|male
25011940|146||John Knox Blair|18|Liberal|6021936|male
14081935|145||John Knox Blair|17|Liberal|9091930|male
16041945|146||John Knox Blair|19|Liberal|16051940|male
19041962|111||John Kucherepa|24|Progressive Conservative|12051958|male
1021958|111||John Kucherepa|23|Progressive Conservative|14101957|male
9071984|233|Calgary East|John Kushner|32|Progressive Conservative|14041980|male
14121979|233|Calgary East|John Kushner|31|Progressive Conservative|9101979|male
13061953|20||John Lambert Gibson|21|Independent|15091949|male
30041949|18||John Lambert Gibson|20|Independent Liberal|6091945|male
25011940|4||John Landeryou|18|Social Credit|6021936|male
14081935|32||John Livingstone Brown|17|Liberal-Progressive|9091930|male
8091965|77||John Lloyd|26|Liberal|16051963|male
27041997|244|Edmonton North|John Loney|35|Liberal|17011994|male
23041968|87||John Loney|27|Progressive Conservative|18011966|male
13061953|28||John Lorne Macdougall|21|Liberal|15091949|male
1091972|2|Gander—Twillingate|John Lundrigan|28|Progressive Conservative|12091968|male
9051974|2|Gander—Twillingate|John Lundrigan|29|Progressive Conservative|4011973|male
1101988|185|Progressive Conservative|John MacDougall|33|Timiskaming|5111984|male
8091993|191|Timiskaming|John MacDougall|34|Progressive Conservative|12121988|male
19041962|50||John MacLean|24|Progressive Conservative|12051958|male
27041997|125|Erie|John Maloney|35|Liberal|17011994|male
23052004|121|Erie—Lincoln|John Maloney|37|Liberal|29012001|male
29112005|202|Welland|John Maloney|38|Liberal|4102004|male
22102000|126|Erie—Lincoln|John Maloney|36|Liberal|22091997|male
7092008|203|Welland|John Maloney|39|Liberal|3042006|male
27041997|165|Ottawa South|John Manley|35|Liberal|17011994|male
23052004|162|Ottawa South|John Manley|37|Liberal|29012001|male
8091993|165|Ottawa South|John Manley|34|Liberal|12121988|male
22102000|166|Ottawa South|John Manley|36|Liberal|22091997|male
13061953|92||John Mason James|21|Liberal|15091949|male
6021963|119||John Matheson|25|Liberal|27091962|male
8091965|119||John Matheson|26|Liberal|16051963|male
23041968|119||John Matheson|27|Liberal|18011966|male
23052004|146|Markham|John McCallum|37|Liberal|29012001|male
2082015|151|Markham—Unionville|John McCallum|41|Liberal|2062011|male
26032011|151|Markham—Unionville|John McCallum|40|Liberal|18112008|male
29112005|151|Markham—Unionville|John McCallum|38|Liberal|4102004|male
7092008|152|Markham—Unionville|John McCallum|39|Liberal|3042006|male
11092019|174|Markham—Thornhill|John McCallum (until January 31, 2017)|42|Liberal|3122015|male
9071984|109|Brampton—Georgetown|John McDermid|32|Progressive Conservative|14041980|male
1101988|109|Progressive Conservative|John McDermid|33|Brampton—Georgetown|5111984|male
14121979|109|Brampton—Georgetown|John McDermid|31|Progressive Conservative|9101979|male
8091993|110|Brampton|John McDermid|34|Progressive Conservative|12121988|male
23052004|177|Scarborough East|John McKay|37|Liberal|29012001|male
11092019|211|Scarborough—Guildwood|John McKay|42|Liberal|3122015|male
26032011|185|Scarborough—Guildwood|John McKay|40|Liberal|18112008|male
20112019|211|Scarborough—Guildwood|John McKay|43|Liberal|21102019|male
2082015|185|Scarborough—Guildwood|John McKay|41|Liberal|2062011|male
29112005|185|Scarborough—Guildwood|John McKay|38|Liberal|4102004|male
22102000|180|Scarborough East|John McKay|36|Liberal|22091997|male
7092008|186|Scarborough—Guildwood|John McKay|39|Liberal|3042006|male
9071984|139|Kenora—Rainy River|John Mercer Reid|32|Liberal|14041980|male
1091972|132|Kenora—Rainy River|John Mercer Reid|28|Liberal-Labour|12091968|male
14121979|139|Kenora—Rainy River|John Mercer Reid|31|Liberal|9101979|male
26031979|132|Kenora—Rainy River|John Mercer Reid|30|Liberal|30091974|male
9051974|132|Kenora—Rainy River|John Mercer Reid|29|Liberal|4011973|male
23041968|113||John Mercer Reid|27|Liberal|18011966|male
25011940|44||John Mouat Turner|18|Liberal|6021936|male
16041945|44||John Mouat Turner|19|Liberal|16051940|male
6021963|106||John Munro|25|Liberal|27091962|male
26031979|125|Hamilton East|John Munro|30|Liberal|30091974|male
9051974|125|Hamilton East|John Munro|29|Liberal|4011973|male
8091965|106||John Munro|26|Liberal|16051963|male
23041968|106||John Munro|27|Liberal|18011966|male
27041997|11|Annapolis Valley—Hants|John Murphy|35|Liberal|17011994|male
11092019|202|Perth—Wellington|John Nater|42|Conservative|3122015|male
20112019|202|Perth—Wellington|John Nater|43|Conservative|21102019|male
27041997|203|York South—Weston|John Nunziata|35|Liberal|17011994|male
1101988|199|Liberal|John Nunziata|33|York South—Weston|5111984|male
8091993|203|York South—Weston|John Nunziata|34|Liberal|12121988|male
22102000|208|York South—Weston|John Nunziata|36|Independent|22091997|male
27041997|194|Victoria—Haliburton|John O'Reilly|35|Liberal|17011994|male
23052004|129|Haliburton—Victoria—Brock|John O'Reilly|37|Liberal|29012001|male
22102000|199|Victoria—Haliburton|John O'Reilly|36|Liberal|22091997|male
23041968|81||John Oates Bower|27|Progressive Conservative|18011966|male
11092019|191|Oakville|John Oliver|42|Liberal|3122015|male
1101988|192|Progressive Conservative|John Oostrom|33|Willowdale|5111984|male
19041962|135||John Pallett|24|Progressive Conservative|12051958|male
1021958|135||John Pallett|23|Progressive Conservative|14101957|male
1101988|139|New Democrat|John Parry|33|Kenora—Rainy River|5111984|male
25011940|53||John Patrick Barry|18|Liberal|6021936|male
9051974|169|Scarborough West|John Paul Harney|29|New Democrat|4011973|male
25011940|45||John Power Howden|18|Liberal|6021936|male
16041945|45||John Power Howden|19|Liberal|16051940|male
14081935|42||John Power Howden|17|Liberal|9091930|male
30041949|233||John Probe|20|C.C.F.|6091945|male
26032011|195|Thunder Bay—Rainy River|John Rafferty|40|NDP|18112008|male
2082015|195|Thunder Bay—Rainy River|John Rafferty|41|NDP|2062011|male
1101988|142|Progressive Conservative|John Reimer|33|Kitchener|5111984|male
14121979|142|Kitchener|John Reimer|31|Progressive Conservative|9101979|male
8091993|144|Kitchener|John Reimer|34|Progressive Conservative|12121988|male
26031979|239|Burnaby—Richmond—Delta|John Reynolds|30|Progressive Conservative|30091974|male
9051974|239|Burnaby—Richmond|John Reynolds|29|Progressive Conservative|4011973|male
22102000|297|West Vancouver—Sunshine Coast|John Reynolds|36|Reform then Canadian Alliance*|22091997|male
29112005|63|West Vancouver—Sunshine Coast—Sea to Sky Country|John Reynolds|38|Conservative|4102004|male
23052004|59|West Vancouver—Sunshine Coast|John Reynoldsd|37|Canadian Alliance|29012001|male
27041997|171|Perth—Wellington—Waterloo|John Richardson|35|Liberal|17011994|male
23052004|168|Perth—Middlesex|John Richardson|37|Liberal|29012001|male
22102000|172|Perth—Middlesex|John Richardson|36|Liberal|22091997|male
30041949|80||John Ritchie MacNicol|20|Progressive Conservative|6091945|male
25011940|80||John Ritchie MacNicol|18|Conservative|6021936|male
16041945|80||John Ritchie MacNicol|19|National Government|16051940|male
14081935|137||John Ritchie MacNicol|17|Conservative|9091930|male
6021963|33||John Robert (Jack) Nicholson|25|Liberal|27091962|male
8091965|33||John Robert (Jack) Nicholson|26|Liberal|16051963|male
23041968|33||John Robert (Jack) Nicholson|27|Liberal|18011966|male
9071984|180|St. Paul's|John Roberts|32|Liberal|14041980|male
1091972|191|York—Simcoe|John Roberts|28|Liberal|12091968|male
26031979|172|St. Paul's|John Roberts|30|Liberal|30091974|male
1101988|154|New Democrat|John Rodriguez|33|Nickel Belt|5111984|male
14121979|154|Nickel Belt|John Rodriguez|31|New Democrat|9101979|male
8091993|158|Nickel Belt|John Rodriguez|34|New Democrat|12121988|male
26031979|145|Nickel Belt|John Rodriguez|30|New Democrat|30091974|male
9051974|145|Nickel Belt|John Rodriguez|29|New Democrat|4011973|male
19041962|32||John Russell Taylor|24|Progressive Conservative|12051958|male
1021958|32||John Russell Taylor|23|Progressive Conservative|14101957|male
30041949|44||John Sinnott|20|Liberal|6091945|male
16041945|13||John Sissons|19|Liberal|16051940|male
1091972|211|Moose Jaw|John Skoberg|28|New Democrat|12091968|male
19041962|120||John Smith|24|Progressive Conservative|12051958|male
1021958|120||John Smith|23|Progressive Conservative|14101957|male
14081935|9||John Smith Stewart|17|Conservative|9091930|male
27041997|224|Regina—Lumsden|John Solomon|35|New Democrat|17011994|male
22102000|231|Regina—Lumsden—Lake Centre|John Solomon|36|New Democrat|22091997|male
13061953|45||John Sylvester Aloysius Sinnott|21|Liberal|15091949|male
30041949|214||John Thomas Hackett|20|Progressive Conservative|6091945|male
14081935|212||John Thomas Hackett|17|Conservative|9091930|male
14081935|129||John Thomas Simpson|17|Conservative|9091930|male
14081935|100||John Thomas Sproule|17|Conservative|9091930|male
9071984|235|Calgary South|John Thomson|32|Progressive Conservative|14041980|male
14121979|235|Calgary South|John Thomson|31|Progressive Conservative|9101979|male
6021963|234||John Turner|25|Liberal|27091962|male
23041968|234||John Turner|27|Liberal|18011966|male
1091972|151|Ottawa—Carleton|John Turner|28|Liberal|12091968|male
1101988|276|Liberal|John Turner|33|Vancouver Quadra|5111984|male
8091993|289|Vancouver Quadra|John Turner|34|Liberal|12121988|male
9051974|151|Ottawa—Carleton|John Turner|29|Liberal|4011973|male
8091965|234||John Turner|26|Liberal|16051963|male
26031979|151|Ottawa—Carleton|John Turner then Jean Pigott†|30|Liberal then Progressive Conservative|30091974|male
14081935|235||John Vallance|17|Liberal|9091930|male
30041949|154||John Watson MacNaught|20|Liberal|6091945|male
12041957|168||John Watson MacNaught|22|Liberal|12111953|male
13061953|165||John Watson Macnaught|21|Liberal|15091949|male
8091965|168||John Watson Macnaught|26|Liberal|16051963|male
6021963|116||John Wesley Burgess|25|Liberal|27091962|male
26032011|63|West Vancouver—Sunshine Coast—Sea to Sky Country|John Weston|40|Conservative|18112008|male
2082015|63|West Vancouver—Sunshine Coast—Sea to Sky Country|John Weston|41|Conservative|2062011|male
13061953|132||John William Gordon Hunter|21|Liberal|15091949|male
30041949|53||John William Maloney|20|Liberal|6091945|male
13061953|9||John William Welbourn|21|Liberal|15091949|male
23052004|22|St. Albert|John Williams|37|Canadian Alliance|29012001|male
29112005|15|Edmonton—St. Albert|John Williams|38|Conservative|4102004|male
7092008|255|Edmonton—St. Albert|John Williams|39|Conservative|3042006|male
2082015|85|New Brunswick Southwest|John Williamson|41|Conservative|2062011|male
20112019|97|New Brunswick Southwest|John Williamson|43|Conservative|21102019|male
9071984|121|Elgin|John Wise|32|Progressive Conservative|14041980|male
1101988|121|Progressive Conservative|John Wise|33|Elgin|5111984|male
14121979|121|Elgin|John Wise|31|Progressive Conservative|9101979|male
26031979|114|Elgin|John Wise|30|Progressive Conservative|30091974|male
9051974|114|Elgin|John Wise|29|Progressive Conservative|4011973|male
27041997|210|Portage—Interlake|Jon Gerrard|35|Liberal|17011994|male
2082015|256|Manicouagan|Jonathan Genest-Jourdain|41|NDP|2062011|male
2082015|261|Montmorency—Charlevoix—Haute-Côte-Nord|Jonathan Tremblay|41|NDP|2062011|male
11092019|56|North Vancouver|Jonathan Wilkinson|42|Liberal|3122015|male
20112019|56|North Vancouver|Jonathan Wilkinson|43|Liberal|21102019|male
19041962|197||Joseph Aimé Roger Parizeau|24|Progressive Conservative|12051958|male
16041945|120||Joseph Albert Pinard|19|Liberal|16051940|male
16041945|161||Joseph Alphée Poirier|19|Liberal|16051940|male
14081935|159||Joseph Arthur Barrette|17|Conservative|9091930|male
9071984|39|Bonaventure–Îles-de-la-Madeleine|Joseph Bujold|32|Liberal|14041980|male
14121979|39|Bonaventure—Îles-de-la-Madeleine|Joseph Bujold|31|Liberal|9101979|male
16041945|54||Joseph Enoil Michaud|19|Liberal|16051940|male
30041949|206||Joseph Fontaine|20|Liberal|6091945|male
12041957|230||Joseph Fontaine|22|Liberal|12111953|male
12041957|57||Joseph Gaspard Boucher|22|Liberal|12111953|male
25011940|178||Joseph Georges Bouchard|18|Liberal|6021936|male
14081935|176||Joseph Georges Bouchard|17|Liberal|9091930|male
1021958|243||Joseph Gérard Yves Leduc|23|Liberal|14101957|male
14081935|177||Joseph Henri Napoléon Bourassa|17|Independent|9091930|male
13061953|89||Joseph Henry Harris|21|Progressive Conservative|15091949|male
30041949|79||Joseph Henry Harris|20|Progressive Conservative|6091945|male
25011940|79||Joseph Henry Harris|18|Conservative|6021936|male
16041945|79||Joseph Henry Harris|19|Conservative|16051940|male
14081935|138||Joseph Henry Harris|17|Conservative|9091930|male
13061953|241||Joseph Ingolph Hetland|21|Liberal|15091949|male
13061953|176||Joseph Irenée Rochefort|21|Liberal|15091949|male
1021958|179||Joseph Irenée Rochefort|23|Liberal|14101957|male
12041957|179||Joseph Irenée Rochefort|22|Liberal|12111953|male
9071984|55|Hull|Joseph Isabelle|32|Liberal|14041980|male
1101988|56|Liberal|Joseph Isabelle|33|Hull—Aylmer|5111984|male
1091972|54|Hull|Joseph Isabelle|28|Liberal|12091968|male
14121979|55|Hull|Joseph Isabelle|31|Liberal|9101979|male
23041968|189||Joseph Isabelle|27|Liberal|18011966|male
9051974|55|Hull|Joseph Isabelle|29|Liberal|4011973|male
26031979|55|Hull|Joseph Isabelle|30|Liberal|30091974|male
25011940|127||Joseph James Duffus|18|Liberal|6021936|male
30041949|188||Joseph Jean|20|Liberal|6091945|male
25011940|188||Joseph Jean|18|Liberal|6021936|male
16041945|188||Joseph Jean|19|Liberal|16051940|male
13061953|203||Joseph Jean (until 24 August 1949 emoulment appointment)|21|Liberal|15091949|male
13061953|202||Joseph Lafontaine|21|Liberal|15091949|male
30041949|187||Joseph Lafontaine|20|Liberal|6091945|male
1021958|207||Joseph Lafontaine|23|Liberal|14101957|male
12041957|207||Joseph Lafontaine|22|Liberal|12111953|male
16041945|187||Joseph Lafontaine|19|Liberal|16051940|male
1091972|37|Bellechasse|Joseph Lambert|28|Ralliement Créditiste then Social Credit*|12091968|male
14121979|36|Bellechasse|Joseph Lambert|31|Social Credit|9101979|male
9051974|37|Bellechasse|Joseph Lambert|29|Social Credit|4011973|male
13061953|171||Joseph Langlois|21|Liberal|15091949|male
1021958|174||Joseph Langlois|23|Liberal|14101957|male
12041957|174||Joseph Langlois|22|Liberal|12111953|male
16041945|53||Joseph Leonard O'Brien|19|National Government|16051940|male
13061953|225||Joseph Louis Rosario Fontaine|21|Liberal|15091949|male
14081935|178||Joseph Léonard Duguay|17|Conservative|9091930|male
8091965|108||Joseph Macaluso|26|Liberal|16051963|male
23041968|108||Joseph Macaluso|27|Liberal|18011966|male
9071984|69|Longueuil|Joseph Mario Jacques Olivier|32|Liberal|14041980|male
14121979|69|Longueuil|Joseph Mario Jacques Olivier|31|Liberal|9101979|male
9051974|69|Longueuil|Joseph Mario Jacques Olivier|29|Liberal|4011973|male
26031979|69|Longueuil|Joseph Mario Jacques Olivier|30|Liberal|30091974|male
26031979|208|Battleford—Kindersley|Joseph McIsaac|30|Liberal|30091974|male
12041957|1||Joseph Miville Dechene|22|Liberal|12111953|male
13061953|1||Joseph Miville Dechene|21|Liberal|15091949|male
30041949|1||Joseph Miville Dechene|20|Liberal|6091945|male
16041945|1||Joseph Miville Dechene|19|Liberal|16051940|male
1021958|1||Joseph Miville Dechene|23|Liberal|14101957|male
25011940|238||Joseph Needham|18|Social Credit|6021936|male
23041968|67||Joseph O'Keefe|27|Liberal|18011966|male
25011940|159||Joseph Oscar Lefebre Boulanger|18|Liberal|6021936|male
14081935|158||Joseph Oscar Lefebre Boulanger|17|Liberal|9091930|male
8091965|222||Joseph Patrick Tobin Asselin|26|Liberal|16051963|male
8091965|67||Joseph Phillip O'Keefe|26|Liberal|16051963|male
1101988|1|Progressive Conservative|Joseph Price|33|Burin—St. George's|5111984|male
6021963|159||Joseph Reed Sams|25|Progressive Conservative|27091962|male
1101988|179|Progressive Conservative|Joseph Reid|33|St. Catharines|5111984|male
9071984|179|St. Catharines|Joseph Reid|32|Progressive Conservative|14041980|male
14121979|179|St. Catharines|Joseph Reid|31|Progressive Conservative|9101979|male
16041945|173||Joseph Sasseville Roy|19|Independent Conservative|16051940|male
6021963|47||Joseph Slogan|25|Progressive Conservative|27091962|male
8091965|47||Joseph Slogan|26|Progressive Conservative|16051963|male
25011940|218||Joseph Thauvette|18|Liberal|6021936|male
14081935|216||Joseph Thauvette|17|Liberal|9091930|male
16041945|218||Joseph Thauvette|19|Liberal|16051940|male
25011940|42||Joseph Thorarinn Thorson|18|Liberal-Progressive|6021936|male
16041945|42||Joseph Thorarinn Thorson (until 6 October 1942 emoulment appointment)|19|Liberal|16051940|male
12041957|165||Joseph W. Noseworthy|22|C.C.F.|12111953|male
19041962|117||Joseph Warner Murphy|24|Progressive Conservative|12051958|male
13061953|118||Joseph Warner Murphy|21|Progressive Conservative|15091949|male
30041949|108||Joseph Warner Murphy|20|Progressive Conservative|6091945|male
1021958|117||Joseph Warner Murphy|23|Progressive Conservative|14101957|male
12041957|117||Joseph Warner Murphy|22|Progressive Conservative|12111953|male
30041949|222||Joseph William Burton|20|C.C.F.|6091945|male
13061953|162||Joseph William Noseworthy|21|C.C.F.|15091949|male
2082015|249|Laval|José Nunez-Melo|41|NDP|2062011|male
11092019|299|Portneuf—Jacques-Cartier|Joël Godin|42|Conservative|3122015|male
20112019|299|Portneuf—Jacques-Cartier|Joël Godin|43|Conservative|21102019|male
11092019|283|Louis-Hébert|Joël Lightbound|42|Liberal|3122015|male
20112019|283|Louis-Hébert|Joël Lightbound|43|Liberal|21102019|male
9071984|148|London West|Judd Buchanan|32|Liberal|14041980|male
1091972|142|London West|Judd Buchanan|28|Liberal|12091968|male
14121979|148|London West|Judd Buchanan|31|Liberal|9101979|male
26031979|141|London West|Judd Buchanan|30|Liberal|30091974|male
9051974|142|London West|Judd Buchanan|29|Liberal|4011973|male
14081935|193||Jules Desrochers|17|Liberal|9091930|male
13061953|195||Jules Gauthier|21|Liberal|15091949|male
25011940|219||Jules Wermenlinger|18|Conservative|6021936|male
2082015|201|Vaughan|Julian Fantino|41|Conservative|2062011|male
30041949|137||Julian Ferguson|20|Progressive Conservative|6091945|male
12041957|146||Julian Ferguson|22|Progressive Conservative|12111953|male
13061953|146||Julian Harcourt Ferguson|21|Progressive Conservative|15091949|male
27041997|134|Halton—Peel|Julian Reed|35|Liberal|17011994|male
23052004|130|Halton|Julian Reed|37|Liberal|29012001|male
22102000|134|Halton|Julian Reed|36|Liberal|22091997|male
11092019|295|Papineau|Justin Trudeau|42|Liberal|3122015|male
26032011|265|Papineau|Justin Trudeau|40|Liberal|18112008|male
20112019|295|Papineau|Justin Trudeau|43|Liberal|21102019|male
2082015|265|Papineau|Justin Trudeaup|41|Liberal|2062011|male
11092019|129|Brampton West|Kamal Khera|42|Liberal|3122015|male
20112019|129|Brampton West|Kamal Khera|43|Liberal|21102019|male
13061953|151||Karl Eyre|21|Liberal|15091949|male
12041957|151||Karl Eyre|22|Liberal|12111953|male
