end|index_rows|location|name|parliament_number|party|start|sex
29112005|290|Westmount—Ville-Marie|Lucienne Robillard|38|Liberal|4102004|female
22102000|106|Westmount—Ville-Marie|Lucienne Robillard|36|Liberal|22091997|female
20112019|257|Brome—Missisquoi|Lyne Bessette|43|Liberal|21102019|female
23052004|285|Blackstrap|Lynne Yelich|37|Canadian Alliance|29012001|female
29112005|292|Blackstrap|Lynne Yelich|38|Conservative|4102004|female
7092008|228|Blackstrap|Lynne Yelich|39|Conservative|3042006|female
26032011|292|Blackstrap|Lynne Yelich|40|Conservative|18112008|female
2082015|292|Blackstrap|Lynne Yelich|41|Conservative|2062011|female
23052004|243|Laval Centre|Madeleine Dalphond-Guiral|37|Bloc Québécois|29012001|female
27041997|66|Laval Centre|Madeleine Dalphond-Guiral|35|Bloc Québécois|17011994|female
22102000|65|Laval Centre|Madeleine Dalphond-Guiral|36|Bloc Québécois|22091997|female
7092008|96|Saint-Lambert|Maka Kotto|39|Bloc Québécois|3042006|female
29112005|280|Saint-Lambert|Maka Kotto|38|Bloc Québécois|4102004|female
2082015|259|Montcalm|Manon Perreault|41|NDP|2062011|female
1021958|162||Margaret Aitken|23|Progressive Conservative|14101957|female
12041957|162||Margaret Aitken|22|Progressive Conservative|12111953|female
19041962|162||Margaret Aitken|24|Progressive Conservative|12051958|female
14121979|274|Vancouver East|Margaret Ann Mitchell|31|New Democrat|9101979|female
9071984|274|Vancouver East|Margaret Ann Mitchell|32|New Democrat|14041980|female
27041997|285|Surrey North|Margaret Bridgman|35|Reform|17011994|female
8091965|51||Margaret Konantz|26|Liberal|16051963|female
6021963|167||Margaret Mary Macdonald|25|Progressive Conservative|27091962|female
8091993|288|Vancouver East|Margaret Mitchell|34|New Democrat|12121988|female
1101988|274|New Democrat|Margaret Mitchell|33|Vancouver East|5111984|female
23041968|61||Margaret Rideout|27|Liberal|18011966|female
27041997|108|Beaches—Woodbine|Maria Minna|35|Liberal|17011994|female
7092008|111|Beaches—East York|Maria Minna|39|Liberal|3042006|female
29112005|110|Beaches—East York|Maria Minna|38|Liberal|4102004|female
23052004|105|Beaches—East York|Maria Minna|37|Liberal|29012001|female
22102000|109|Beaches—East York|Maria Minna|36|Liberal|22091997|female
26032011|110|Beaches—East York|Maria Minna|40|Liberal|18112008|female
2082015|218|Ahuntsic|Maria Mourani|41|Bloc Québécois|2062011|female
7092008|34|Ahuntsic|Maria Mourani|39|Bloc Québécois|3042006|female
26032011|218|Ahuntsic|Maria Mourani|40|Bloc Québécois|18112008|female
8091993|42|Bourassa|Marie Gibeau|34|Progressive Conservative|12121988|female
14121979|97|Saint-Michel|Marie Thérèse Killens|31|Liberal|9101979|female
9071984|97|Saint-Michel|Marie Thérèse Killens|32|Liberal|14041980|female
1101988|98|Liberal|Marie Thérèse Killens|33|Saint-Michel—Ahuntsic|5111984|female
20112019|207|Sarnia—Lambton|Marilyn Gladu|43|Conservative|21102019|female
11092019|207|Sarnia—Lambton|Marilyn Gladu|42|Conservative|3122015|female
11092019|285|Manicouagan|Marilène Gill|42|Bloc Québécois|3122015|female
20112019|285|Manicouagan|Marilène Gill|43|Bloc Québécois|21102019|female
2082015|238|Hochelaga|Marjolaine Boutin-Sweet|41|NDP|2062011|female
11092019|267|Hochelaga|Marjolaine Boutin-Sweet|42|NDP|3122015|female
27041997|166|Ottawa West|Marlene Catterall|35|Liberal|17011994|female
29112005|171|Ottawa West—Nepean|Marlene Catterall|38|Liberal|4102004|female
23052004|164|Ottawa West—Nepean|Marlene Catterall|37|Liberal|29012001|female
8091993|166|Ottawa West|Marlene Catterall|34|Liberal|12121988|female
22102000|167|Ottawa West—Nepean|Marlene Catterall|36|Liberal|22091997|female
27041997|208|Dauphin—Swan River|Marlene Cowling|35|Liberal|17011994|female
23052004|254|Notre-Dame-de-Grâce—Lachine|Marlene Jennings|37|Liberal|29012001|female
7092008|79|Notre-Dame-de-Grâce—Lachine|Marlene Jennings|39|Liberal|3042006|female
29112005|263|Notre-Dame-de-Grâce—Lachine|Marlene Jennings|38|Liberal|4102004|female
26032011|263|Notre-Dame-de-Grâce—Lachine|Marlene Jennings|40|Liberal|18112008|female
22102000|76|Notre-Dame-de-Grâce|Marlene Jennings|36|Liberal|22091997|female
25011940|242||Martha Black|18|Independent Conservative|6021936|female
26032011|205|Willowdale|Martha Hall Findlay|40|Liberal|18112008|female
20112019|203|Peterborough—Kawartha|Maryam Monsef|43|Liberal|21102019|female
11092019|203|Peterborough—Kawartha|Maryam Monsef|42|Liberal|3122015|female
27041997|67|Laval East|Maud Debien|35|Bloc Québécois|17011994|female
22102000|66|Laval East|Maud Debien|36|Bloc Québécois|22091997|female
2082015|99|Halifax|Megan Leslie|41|NDP|2062011|female
26032011|99|Halifax|Megan Leslie|40|NDP|18112008|female
7092008|104|Vaudreuil—Soulanges|Meili Faille|39|Bloc Québécois|3042006|female
29112005|288|Vaudreuil—Soulanges|Meili Faille|38|Bloc Québécois|4102004|female
26032011|288|Vaudreuil—Soulanges|Meili Faille|40|Bloc Québécois|18112008|female
22102000|11|Bras d'Or|Michelle Dockrill|36|New Democrat|22091997|female
20112019|8|Calgary Nose Hill|Michelle Rempel|43|Conservative|21102019|female
2082015|1|Calgary Centre-North|Michelle Rempel|41|Conservative|2062011|female
11092019|8|Calgary Nose Hill|Michelle Rempel|42|Conservative|3122015|female
26032011|186|Scarborough Southwest|Michelle Simson|40|Liberal|18112008|female
1101988|155|Progressive Conservative|Moe Mantha|33|Nipissing|5111984|female
20112019|197|Ottawa—Vanier|Mona Fortier|43|Liberal|21102019|female
14121979|95|Saint-Léonard—Anjou|Monique Bégin|31|Liberal|9101979|female
9051974|94|Saint-Michel|Monique Bégin|29|Liberal|4011973|female
26031979|95|Saint-Michel|Monique Bégin|30|Liberal|30091974|female
9071984|95|Saint-Léonard–Anjou|Monique Bégin|32|Liberal|14041980|female
23052004|241|Laurentides|Monique Guay|37|Bloc Québécois|29012001|female
27041997|64|Laurentides|Monique Guay|35|Bloc Québécois|17011994|female
7092008|90|Rivière-du-Nord|Monique Guay|39|Bloc Québécois|3042006|female
29112005|274|Rivière-du-Nord|Monique Guay|38|Bloc Québécois|4102004|female
26032011|274|Rivière-du-Nord|Monique Guay|40|Bloc Québécois|18112008|female
22102000|63|Laurentides|Monique Guay|36|Bloc Québécois|22091997|female
8091993|40|Blainville—Deux-Montagnes|Monique Landry|34|Progressive Conservative|12121988|female
1101988|38|Progressive Conservative|Monique Landry|33|Blainville—Deux-Montagnes|5111984|female
11092019|301|Repentigny|Monique Pauzé|42|Bloc Québécois|3122015|female
20112019|301|Repentigny|Monique Pauzé|43|Bloc Québécois|21102019|female
8091993|46|Charlesbourg|Monique Tardif|34|Progressive Conservative|12121988|female
1101988|44|Progressive Conservative|Monique Tardif|33|Charlesbourg|5111984|female
8091993|88|Rimouski—Témiscouata|Monique Vézina|34|Progressive Conservative|12121988|female
1101988|88|Progressive Conservative|Monique Vézina|33|Rimouski—Témiscouata|5111984|female
2082015|220|Argenteuil—Papineau—Mirabel|Mylène Freeman|41|NDP|2062011|female
20112019|245|Ahuntsic-Cartierville|Mélanie Joly|43|Liberal|21102019|female
11092019|245|Ahuntsic-Cartierville|Mélanie Joly|42|Liberal|3122015|female
23052004|298|Nunavut|Nancy Karetak-Lindell|37|Liberal|29012001|female
7092008|305|Nunavut|Nancy Karetak-Lindell|39|Liberal|3042006|female
29112005|305|Nunavut|Nancy Karetak-Lindell|38|Liberal|4102004|female
22102000|299|Nunavut|Nancy Karetak-Lindell|36|Liberal|22091997|female
20112019|58|Port Moody—Coquitlam|Nelly Shin|43|Conservative|21102019|female
11092019|310|Saint-Léonard—Saint-Michel|Nicola Di Iorio (until January 29, 2019)|42|Liberal|3122015|female
7092008|65|Laval|Nicole Demers|39|Bloc Québécois|3042006|female
29112005|249|Laval|Nicole Demers|38|Bloc Québécois|4102004|female
26032011|249|Laval|Nicole Demers|40|Bloc Québécois|18112008|female
8091993|33|Ahuntsic|Nicole Roy-Arcelin|34|Progressive Conservative|12121988|female
20112019|78|Churchill—Keewatinook Aski|Niki Ashton|43|NDP|21102019|female
11092019|78|Churchill—Keewatinook Aski|Niki Ashton|42|NDP|3122015|female
2082015|66|Churchill|Niki Ashton|41|NDP|2062011|female
26032011|66|Churchill|Niki Ashton|40|NDP|18112008|female
7092008|277|Fleetwood—Port Kells|Nina Grewal|39|Conservative|3042006|female
29112005|36|Fleetwood—Port Kells|Nina Grewal|38|Conservative|4102004|female
26032011|36|Fleetwood—Port Kells|Nina Grewal|40|Conservative|18112008|female
2082015|36|Fleetwood—Port Kells|Nina Grewal|41|Conservative|2062011|female
23052004|248|Lotbinière—L'Érable|Odina Desrochers|37|Bloc Québécois|29012001|female
29112005|253|Lotbinière—Chutes-de-la-Chaudière|Odina Desrochers|38|Bloc Québécois|4102004|female
22102000|70|Lotbinière|Odina Desrochers|36|Bloc Québécois|22091997|female
7092008|201|Trinity—Spadina|Olivia Chow|39|New Democrat|3042006|female
26032011|200|Trinity—Spadina|Olivia Chow|40|NDP|18112008|female
2082015|200|Trinity—Spadina|Olivia Chow (until March 12, 2014)|41|NDP|2062011|female
20112019|192|Oakville North—Burlington|Pam Damoff|43|Liberal|21102019|female
11092019|192|Oakville North—Burlington|Pam Damoff|42|Liberal|3122015|female
11092019|75|West Vancouver—Sunshine Coast—Sea to Sky Country|Pamela Goldsmith-Jones|42|Liberal|3122015|female
20112019|310|Saint-Léonard—Saint-Michel|Patricia Lattanzio|43|Liberal|21102019|female
20112019|223|Thunder Bay—Superior North|Patty Hajdu|43|Liberal|21102019|female
11092019|223|Thunder Bay—Superior North|Patty Hajdu|42|Liberal|3122015|female
7092008|103|Trois-Rivières|Paule Brunelle|39|Bloc Québécois|3042006|female
29112005|287|Trois-Rivières|Paule Brunelle|38|Bloc Québécois|4102004|female
26032011|287|Trois-Rivières|Paule Brunelle|40|Bloc Québécois|18112008|female
2082015|239|Honoré-Mercier|Paulina Ayala|41|NDP|2062011|female
8091993|178|Scarborough Centre|Pauline Browes|34|Progressive Conservative|12121988|female
1101988|173|Progressive Conservative|Pauline Browes|33|Scarborough Centre|5111984|female
14121979|264|New Westminster—Coquitlam|Pauline Jewett|31|New Democrat|9101979|female
9071984|264|New Westminster—Coquitlam|Pauline Jewett|32|New Democrat|14041980|female
1101988|264|New Democrat|Pauline Jewett|33|New Westminster—Coquitlam|5111984|female
8091965|128||Pauline Jewett|26|Liberal|16051963|female
23052004|230|Drummond|Pauline Picard|37|Bloc Québécois|29012001|female
27041997|51|Drummond|Pauline Picard|35|Bloc Québécois|17011994|female
7092008|50|Drummond|Pauline Picard|39|Bloc Québécois|3042006|female
29112005|234|Drummond|Pauline Picard|38|Bloc Québécois|4102004|female
22102000|52|Drummond|Pauline Picard|36|Bloc Québécois|22091997|female
2082015|173|Parkdale—High Park|Peggy Nash|41|NDP|2062011|female
7092008|174|Parkdale—High Park|Peggy Nash|39|New Democrat|3042006|female
7092008|296|Surrey North|Penny Priddy|39|New Democrat|3042006|female
27041997|27|Madawaska—Victoria|Pierrette Ringuette-Maltais|35|Liberal|17011994|female
23052004|268|Saint-Bruno—Saint-Hubert|Pierrette Venne|37|Bloc Québécois|29012001|female
27041997|93|Saint-Hubert|Pierrette Venne|35|Bloc Québécois|17011994|female
22102000|90|Saint-Bruno—Saint-Hubert|Pierrette Venne|36|Bloc Québécois|22091997|female
8091993|93|Saint-Hubert|Pierrette Venne †|34|Progressive Conservative|12121988|female
20112019|25|Lethbridge|Rachael Harder|43|Conservative|21102019|female
11092019|25|Lethbridge|Rachael Harder|42|Conservative|3122015|female
20112019|294|Outremont|Rachel Bendayan|43|Liberal|21102019|female
20112019|54|North Island—Powell River|Rachel Blaney|43|NDP|21102019|female
11092019|54|North Island—Powell River|Rachel Blaney|42|NDP|3122015|female
20112019|81|Kildonan—St. Paul|Raquel Dancho|43|Conservative|21102019|female
23052004|245|Laval West|Raymonde Folco|37|Liberal|29012001|female
7092008|66|Laval—Les Îles|Raymonde Folco|39|Liberal|3042006|female
29112005|250|Laval—Les Îles|Raymonde Folco|38|Liberal|4102004|female
26032011|250|Laval—Les Îles|Raymonde Folco|40|Liberal|18112008|female
22102000|67|Laval West|Raymonde Folco|36|Liberal|22091997|female
7092008|257|Edmonton—Spruce Grove|Rona Ambrose|39|Conservative|3042006|female
29112005|17|Edmonton—Spruce Grove|Rona Ambrose|38|Conservative|4102004|female
26032011|16|Edmonton—Spruce Grove|Rona Ambrose|40|Conservative|18112008|female
2082015|16|Edmonton—Spruce Grove|Rona Ambrose|41|Conservative|2062011|female
11092019|32|Sturgeon River—Parkland|Rona Ambroseb (until July 4, 2017)|42|Conservative|3122015|female
2082015|219|Alfred-Pellan|Rosane Doré Lefebvre|41|NDP|2062011|female
27041997|15|Central Nova|Roseanne Skoke|35|Liberal|17011994|female
20112019|321|Battlefords—Lloydminster|Rosemarie Falk|43|Conservative|21102019|female
2082015|184|Scarborough Centre|Roxanne James|41|Conservative|2062011|female
7092008|113|Brampton—Springdale|Ruby Dhalla|39|Liberal|3042006|female
29112005|112|Brampton—Springdale|Ruby Dhalla|38|Liberal|4102004|female
26032011|112|Brampton—Springdale|Ruby Dhalla|40|Liberal|18112008|female
20112019|127|Brampton North|Ruby Sahota|43|Liberal|21102019|female
11092019|127|Brampton North|Ruby Sahota|42|Liberal|3122015|female
2082015|225|Berthier—Maskinongé|Ruth Ellen Brosseau|41|NDP|2062011|female
11092019|255|Berthier—Maskinongé|Ruth Ellen Brosseau|42|NDP|3122015|female
2082015|280|Saint-Lambert|Sadia Groguhé|41|NDP|2062011|female
20112019|210|Scarborough Centre|Salma Zahid|43|Liberal|21102019|female
11092019|210|Scarborough Centre|Salma Zahid|42|Liberal|3122015|female
2082015|289|Verchères—Les Patriotes|Sana Hassainia|41|NDP|2062011|female
29112005|173|Parkdale—High Park|Sarmite Bulte|38|Liberal|4102004|female
23052004|166|Parkdale—High Park|Sarmite Bulte|37|Liberal|29012001|female
22102000|170|Parkdale—High Park|Sarmite Bulte|36|Liberal|22091997|female
